player_id,game_id,session_duration_hours,money_spent,age,avg_bet_amount,company,rtp
118,12,2.81,215.88,64,76.73,Evolution Gaming,0.9113
126,12,1.66,74.92,39,45.24,Evolution Gaming,0.9113
129,12,3.92,13.52,25,3.45,Evolution Gaming,0.9113
129,12,4.17,14.38,25,3.45,Evolution Gaming,0.9113
129,12,1.38,4.75,25,3.45,Evolution Gaming,0.9113
131,12,5.29,398.15,56,75.25,Evolution Gaming,0.9113
136,12,4.8,166.18,52,34.63,Evolution Gaming,0.9113
136,12,2.42,83.72,52,34.63,Evolution Gaming,0.9113
143,12,2.42,193.05,50,79.65,Evolution Gaming,0.9113
144,12,3.1,112.16,39,36.16,Evolution Gaming,0.9113
144,12,3.52,127.32,39,36.16,Evolution Gaming,0.9113
148,12,3.9,130.58,49,33.52,Evolution Gaming,0.9113
148,12,4.12,138.08,49,33.52,Evolution Gaming,0.9113
149,12,5.01,477.6,57,95.35,Evolution Gaming,0.9113
149,12,2.73,260.3,57,95.35,Evolution Gaming,0.9113
152,12,3.56,250.73,58,70.46,Evolution Gaming,0.9113
154,12,4.25,216.64,55,51.02,Evolution Gaming,0.9113
155,12,3.09,46.73,39,15.13,Evolution Gaming,0.9113
155,12,4.03,60.93,39,15.13,Evolution Gaming,0.9113
156,12,4.05,251.18,60,62.09,Evolution Gaming,0.9113
157,12,4.39,176.98,59,40.29,Evolution Gaming,0.9113
157,12,4.74,190.97,59,40.29,Evolution Gaming,0.9113
158,12,3.87,124.33,45,32.15,Evolution Gaming,0.9113
160,12,2.36,79.75,45,33.84,Evolution Gaming,0.9113
160,12,3.78,127.82,45,33.84,Evolution Gaming,0.9113
161,12,4.75,196.54,31,41.42,Evolution Gaming,0.9113
161,12,3.79,156.93,31,41.42,Evolution Gaming,0.9113
161,12,2.72,112.54,31,41.42,Evolution Gaming,0.9113
161,12,2.25,93.09,31,41.42,Evolution Gaming,0.9113
161,12,1.83,75.72,31,41.42,Evolution Gaming,0.9113
161,12,0.73,30.03,31,41.42,Evolution Gaming,0.9113
161,12,2.5,103.46,31,41.42,Evolution Gaming,0.9113
161,12,1.02,42.13,31,41.42,Evolution Gaming,0.9113
161,12,2.34,97.07,31,41.42,Evolution Gaming,0.9113
162,12,3.22,233.45,66,72.47,Evolution Gaming,0.9113
162,12,5.02,364.09,66,72.47,Evolution Gaming,0.9113
164,12,5.3,154.87,29,29.21,Evolution Gaming,0.9113
164,12,3.52,102.74,29,29.21,Evolution Gaming,0.9113
167,12,0.93,77.85,55,84.05,Evolution Gaming,0.9113
169,12,4.91,476.74,65,97.14,Evolution Gaming,0.9113
170,12,4.83,89.11,23,18.46,Evolution Gaming,0.9113
172,12,2.75,87.59,45,31.83,Evolution Gaming,0.9113
172,12,3.46,110.28,45,31.83,Evolution Gaming,0.9113
174,12,1.55,70.32,32,45.48,Evolution Gaming,0.9113
177,12,3.11,79.96,29,25.71,Evolution Gaming,0.9113
177,12,5.25,134.94,29,25.71,Evolution Gaming,0.9113
180,12,1.86,164.81,58,88.83,Evolution Gaming,0.9113
180,12,1.7,151.3,58,88.83,Evolution Gaming,0.9113
180,12,2.32,205.7,58,88.83,Evolution Gaming,0.9113
180,12,4.43,393.57,58,88.83,Evolution Gaming,0.9113
180,12,4.7,417.83,58,88.83,Evolution Gaming,0.9113
180,12,2.57,228.37,58,88.83,Evolution Gaming,0.9113
192,12,1.45,123.38,50,85.06,Evolution Gaming,0.9113
192,12,2.92,248.75,50,85.06,Evolution Gaming,0.9113
192,12,3.02,257.03,50,85.06,Evolution Gaming,0.9113
196,12,2.19,46.44,28,21.17,Evolution Gaming,0.9113
196,12,1.76,37.29,28,21.17,Evolution Gaming,0.9113
202,12,4.92,155.05,36,31.51,Evolution Gaming,0.9113
204,12,3.35,216.65,50,64.64,Evolution Gaming,0.9113
209,12,4.49,252.94,63,56.39,Evolution Gaming,0.9113
209,12,0.58,32.75,63,56.39,Evolution Gaming,0.9113
209,12,1.41,79.23,63,56.39,Evolution Gaming,0.9113
209,12,3.65,205.71,63,56.39,Evolution Gaming,0.9113
209,12,0.58,32.62,63,56.39,Evolution Gaming,0.9113
209,12,1.18,66.42,63,56.39,Evolution Gaming,0.9113
210,12,4.37,114.65,22,26.26,Evolution Gaming,0.9113
211,12,1.06,38.27,36,36.15,Evolution Gaming,0.9113
211,12,5.02,181.3,36,36.15,Evolution Gaming,0.9113
212,12,1.49,55.87,35,37.59,Evolution Gaming,0.9113
212,12,2.67,100.37,35,37.59,Evolution Gaming,0.9113
213,12,2.02,63.84,65,31.68,Evolution Gaming,0.9113
213,12,4.66,147.78,65,31.68,Evolution Gaming,0.9113
216,12,1.41,123.18,62,87.2,Evolution Gaming,0.9113
216,12,2.19,190.95,62,87.2,Evolution Gaming,0.9113
217,12,0.54,21.0,35,38.8,Evolution Gaming,0.9113
217,12,0.56,21.62,35,38.8,Evolution Gaming,0.9113
217,12,1.8,69.83,35,38.8,Evolution Gaming,0.9113
217,12,4.13,160.43,35,38.8,Evolution Gaming,0.9113
226,12,1.99,43.22,41,21.67,Evolution Gaming,0.9113
227,12,2.52,155.77,68,61.85,Evolution Gaming,0.9113
227,12,2.08,128.43,68,61.85,Evolution Gaming,0.9113
230,12,0.86,10.61,27,12.4,Evolution Gaming,0.9113
230,12,1.03,12.8,27,12.4,Evolution Gaming,0.9113
230,12,5.11,63.35,27,12.4,Evolution Gaming,0.9113
230,12,1.13,14.0,27,12.4,Evolution Gaming,0.9113
230,12,2.26,28.02,27,12.4,Evolution Gaming,0.9113
230,12,4.98,61.7,27,12.4,Evolution Gaming,0.9113
234,12,4.72,415.23,52,87.89,Evolution Gaming,0.9113
234,12,5.16,453.16,52,87.89,Evolution Gaming,0.9113
234,12,3.52,309.31,52,87.89,Evolution Gaming,0.9113
237,12,2.25,156.05,62,69.46,Evolution Gaming,0.9113
237,12,3.51,243.68,62,69.46,Evolution Gaming,0.9113
237,12,3.29,228.31,62,69.46,Evolution Gaming,0.9113
238,12,2.44,73.84,70,30.21,Evolution Gaming,0.9113
238,12,0.96,29.08,70,30.21,Evolution Gaming,0.9113
241,12,3.59,136.46,69,38.04,Evolution Gaming,0.9113
244,12,2.18,177.19,61,81.41,Evolution Gaming,0.9113
244,12,4.53,368.69,61,81.41,Evolution Gaming,0.9113
244,12,4.98,405.36,61,81.41,Evolution Gaming,0.9113
244,12,2.6,211.57,61,81.41,Evolution Gaming,0.9113
244,12,4.45,361.94,61,81.41,Evolution Gaming,0.9113
249,12,1.95,88.88,48,45.58,Evolution Gaming,0.9113
249,12,3.98,181.45,48,45.58,Evolution Gaming,0.9113
253,12,2.61,57.4,44,22.01,Evolution Gaming,0.9113
254,12,2.11,56.17,18,26.6,Evolution Gaming,0.9113
254,12,1.98,52.72,18,26.6,Evolution Gaming,0.9113
254,12,3.34,88.77,18,26.6,Evolution Gaming,0.9113
254,12,2.54,67.68,18,26.6,Evolution Gaming,0.9113
254,12,1.96,52.09,18,26.6,Evolution Gaming,0.9113
254,12,1.23,32.77,18,26.6,Evolution Gaming,0.9113
258,12,1.51,64.08,33,42.39,Evolution Gaming,0.9113
258,12,3.68,155.89,33,42.39,Evolution Gaming,0.9113
258,12,2.31,98.05,33,42.39,Evolution Gaming,0.9113
259,12,0.95,39.25,54,41.14,Evolution Gaming,0.9113
259,12,1.28,52.6,54,41.14,Evolution Gaming,0.9113
259,12,0.71,29.06,54,41.14,Evolution Gaming,0.9113
260,12,2.77,100.77,39,36.35,Evolution Gaming,0.9113
260,12,1.05,38.19,39,36.35,Evolution Gaming,0.9113
260,12,0.64,23.22,39,36.35,Evolution Gaming,0.9113
261,12,3.61,108.7,51,30.09,Evolution Gaming,0.9113
261,12,0.92,27.82,51,30.09,Evolution Gaming,0.9113
261,12,4.89,147.05,51,30.09,Evolution Gaming,0.9113
261,12,3.1,93.32,51,30.09,Evolution Gaming,0.9113
261,12,1.84,55.4,51,30.09,Evolution Gaming,0.9113
265,12,1.46,50.11,43,34.28,Evolution Gaming,0.9113
265,12,2.65,90.94,43,34.28,Evolution Gaming,0.9113
266,12,2.86,83.17,42,29.04,Evolution Gaming,0.9113
266,12,4.57,132.61,42,29.04,Evolution Gaming,0.9113
269,12,1.79,20.48,26,11.45,Evolution Gaming,0.9113
269,12,3.86,44.2,26,11.45,Evolution Gaming,0.9113
269,12,3.61,41.29,26,11.45,Evolution Gaming,0.9113
269,12,2.1,24.08,26,11.45,Evolution Gaming,0.9113
274,12,0.88,76.36,66,86.76,Evolution Gaming,0.9113
278,12,1.75,39.76,18,22.73,Evolution Gaming,0.9113
278,12,5.27,119.76,18,22.73,Evolution Gaming,0.9113
278,12,4.49,101.98,18,22.73,Evolution Gaming,0.9113
278,12,3.44,78.08,18,22.73,Evolution Gaming,0.9113
279,12,2.2,89.59,70,40.68,Evolution Gaming,0.9113
279,12,4.54,184.66,70,40.68,Evolution Gaming,0.9113
279,12,2.32,94.53,70,40.68,Evolution Gaming,0.9113
280,12,0.66,19.46,20,29.3,Evolution Gaming,0.9113
280,12,2.31,67.58,20,29.3,Evolution Gaming,0.9113
284,12,1.93,95.69,43,49.53,Evolution Gaming,0.9113
284,12,3.18,157.48,43,49.53,Evolution Gaming,0.9113
284,12,3.84,190.33,43,49.53,Evolution Gaming,0.9113
289,12,4.87,153.65,32,31.56,Evolution Gaming,0.9113
290,12,2.31,39.05,27,16.88,Evolution Gaming,0.9113
290,12,0.96,16.27,27,16.88,Evolution Gaming,0.9113
290,12,1.52,25.68,27,16.88,Evolution Gaming,0.9113
294,12,1.9,76.9,48,40.45,Evolution Gaming,0.9113
294,12,0.69,28.1,48,40.45,Evolution Gaming,0.9113
294,12,2.16,87.3,48,40.45,Evolution Gaming,0.9113
294,12,2.53,102.25,48,40.45,Evolution Gaming,0.9113
300,12,2.88,180.02,59,62.49,Evolution Gaming,0.9113
300,12,3.13,195.7,59,62.49,Evolution Gaming,0.9113
302,12,3.56,166.27,56,46.67,Evolution Gaming,0.9113
302,12,4.06,189.46,56,46.67,Evolution Gaming,0.9113
302,12,4.66,217.5,56,46.67,Evolution Gaming,0.9113
302,12,3.63,169.36,56,46.67,Evolution Gaming,0.9113
305,12,5.14,219.62,42,42.75,Evolution Gaming,0.9113
307,12,1.46,25.43,29,17.38,Evolution Gaming,0.9113
312,12,1.74,87.78,69,50.53,Evolution Gaming,0.9113
319,12,3.58,18.36,20,5.13,Evolution Gaming,0.9113
319,12,3.36,17.24,20,5.13,Evolution Gaming,0.9113
320,12,2.8,83.67,28,29.86,Evolution Gaming,0.9113
321,12,0.96,40.26,34,41.81,Evolution Gaming,0.9113
323,12,5.06,118.7,36,23.48,Evolution Gaming,0.9113
324,12,3.93,105.41,19,26.8,Evolution Gaming,0.9113
328,12,5.2,439.01,66,84.47,Evolution Gaming,0.9113
328,12,0.9,76.15,66,84.47,Evolution Gaming,0.9113
328,12,3.91,330.33,66,84.47,Evolution Gaming,0.9113
330,12,4.45,158.03,49,35.48,Evolution Gaming,0.9113
330,12,1.16,41.23,49,35.48,Evolution Gaming,0.9113
330,12,1.73,61.24,49,35.48,Evolution Gaming,0.9113
330,12,3.41,120.85,49,35.48,Evolution Gaming,0.9113
332,12,4.79,76.39,48,15.96,Evolution Gaming,0.9113
333,12,4.71,164.22,55,34.89,Evolution Gaming,0.9113
333,12,4.24,147.83,55,34.89,Evolution Gaming,0.9113
335,12,4.01,232.18,65,57.85,Evolution Gaming,0.9113
336,12,2.99,164.05,70,54.85,Evolution Gaming,0.9113
337,12,3.51,90.06,43,25.67,Evolution Gaming,0.9113
338,12,2.32,72.07,39,31.03,Evolution Gaming,0.9113
338,12,4.97,154.12,39,31.03,Evolution Gaming,0.9113
340,12,1.2,28.76,36,23.87,Evolution Gaming,0.9113
340,12,3.93,93.8,36,23.87,Evolution Gaming,0.9113
340,12,5.07,120.99,36,23.87,Evolution Gaming,0.9113
340,12,2.85,67.95,36,23.87,Evolution Gaming,0.9113
340,12,1.25,29.73,36,23.87,Evolution Gaming,0.9113
340,12,5.16,123.13,36,23.87,Evolution Gaming,0.9113
340,12,4.02,96.01,36,23.87,Evolution Gaming,0.9113
341,12,5.25,413.64,63,78.76,Evolution Gaming,0.9113
341,12,4.71,371.26,63,78.76,Evolution Gaming,0.9113
345,12,2.37,55.44,44,23.36,Evolution Gaming,0.9113
345,12,2.09,48.75,44,23.36,Evolution Gaming,0.9113
345,12,1.34,31.26,44,23.36,Evolution Gaming,0.9113
348,12,1.78,35.25,44,19.77,Evolution Gaming,0.9113
348,12,4.39,86.72,44,19.77,Evolution Gaming,0.9113
348,12,1.21,23.9,44,19.77,Evolution Gaming,0.9113
349,12,0.7,1.86,28,2.64,Evolution Gaming,0.9113
349,12,2.46,6.5,28,2.64,Evolution Gaming,0.9113
349,12,3.14,8.3,28,2.64,Evolution Gaming,0.9113
350,12,4.86,75.31,22,15.5,Evolution Gaming,0.9113
355,12,0.82,48.38,53,58.71,Evolution Gaming,0.9113
355,12,3.46,203.12,53,58.71,Evolution Gaming,0.9113
356,12,4.43,228.36,54,51.5,Evolution Gaming,0.9113
357,12,3.1,137.07,51,44.17,Evolution Gaming,0.9113
359,12,4.22,95.94,24,22.76,Evolution Gaming,0.9113
360,12,0.85,23.21,48,27.26,Evolution Gaming,0.9113
360,12,0.6,16.27,48,27.26,Evolution Gaming,0.9113
363,12,3.79,36.57,29,9.64,Evolution Gaming,0.9113
363,12,0.8,7.72,29,9.64,Evolution Gaming,0.9113
371,12,4.0,245.07,55,61.25,Evolution Gaming,0.9113
371,12,1.9,116.66,55,61.25,Evolution Gaming,0.9113
372,12,4.1,236.99,68,57.75,Evolution Gaming,0.9113
374,12,1.5,126.76,60,84.35,Evolution Gaming,0.9113
374,12,3.74,315.48,60,84.35,Evolution Gaming,0.9113
374,12,3.04,256.8,60,84.35,Evolution Gaming,0.9113
374,12,2.09,176.32,60,84.35,Evolution Gaming,0.9113
378,12,4.75,271.52,70,57.19,Evolution Gaming,0.9113
385,12,4.98,240.55,35,48.33,Evolution Gaming,0.9113
388,12,1.14,26.86,38,23.61,Evolution Gaming,0.9113
388,12,5.07,119.59,38,23.61,Evolution Gaming,0.9113
388,12,4.89,115.52,38,23.61,Evolution Gaming,0.9113
388,12,3.92,92.52,38,23.61,Evolution Gaming,0.9113
390,12,3.68,22.63,25,6.15,Evolution Gaming,0.9113
391,12,0.87,70.38,61,81.14,Evolution Gaming,0.9113
392,12,1.92,33.07,29,17.25,Evolution Gaming,0.9113
393,12,0.94,36.96,51,39.28,Evolution Gaming,0.9113
395,12,2.28,123.2,67,54.13,Evolution Gaming,0.9113
398,12,4.92,216.45,39,44.0,Evolution Gaming,0.9113
399,12,1.82,75.95,67,41.8,Evolution Gaming,0.9113
400,12,2.64,94.76,46,35.92,Evolution Gaming,0.9113
402,12,4.06,147.27,68,36.25,Evolution Gaming,0.9113
402,12,4.86,176.3,68,36.25,Evolution Gaming,0.9113
402,12,1.9,69.05,68,36.25,Evolution Gaming,0.9113
403,12,1.28,96.89,61,75.53,Evolution Gaming,0.9113
403,12,1.78,134.22,61,75.53,Evolution Gaming,0.9113
404,12,1.34,118.63,51,88.25,Evolution Gaming,0.9113
407,12,2.47,40.22,48,16.28,Evolution Gaming,0.9113
407,12,1.37,22.32,48,16.28,Evolution Gaming,0.9113
407,12,0.9,14.68,48,16.28,Evolution Gaming,0.9113
409,12,2.51,244.46,62,97.57,Evolution Gaming,0.9113
409,12,4.64,452.84,62,97.57,Evolution Gaming,0.9113
412,12,3.05,274.77,62,90.18,Evolution Gaming,0.9113
413,12,2.4,80.41,48,33.54,Evolution Gaming,0.9113
413,12,3.17,106.44,48,33.54,Evolution Gaming,0.9113
414,12,3.73,218.49,68,58.63,Evolution Gaming,0.9113
414,12,3.77,221.0,68,58.63,Evolution Gaming,0.9113
415,12,3.39,105.41,31,31.09,Evolution Gaming,0.9113
415,12,3.92,121.91,31,31.09,Evolution Gaming,0.9113
423,12,2.11,94.08,37,44.52,Evolution Gaming,0.9113
428,12,3.3,208.91,61,63.38,Evolution Gaming,0.9113
431,12,0.77,65.37,55,84.74,Evolution Gaming,0.9113
431,12,4.53,383.85,55,84.74,Evolution Gaming,0.9113
432,12,3.56,109.18,56,30.69,Evolution Gaming,0.9113
435,12,3.08,51.2,19,16.6,Evolution Gaming,0.9113
437,12,3.63,305.1,60,84.0,Evolution Gaming,0.9113
438,12,4.68,369.95,60,79.05,Evolution Gaming,0.9113
438,12,2.72,215.3,60,79.05,Evolution Gaming,0.9113
438,12,5.07,400.69,60,79.05,Evolution Gaming,0.9113
438,12,4.03,318.79,60,79.05,Evolution Gaming,0.9113
441,12,2.23,40.84,41,18.35,Evolution Gaming,0.9113
441,12,1.57,28.77,41,18.35,Evolution Gaming,0.9113
441,12,1.86,34.15,41,18.35,Evolution Gaming,0.9113
441,12,4.48,82.21,41,18.35,Evolution Gaming,0.9113
441,12,1.11,20.4,41,18.35,Evolution Gaming,0.9113
442,12,1.85,40.98,45,22.21,Evolution Gaming,0.9113
446,12,5.28,83.11,31,15.73,Evolution Gaming,0.9113
447,12,2.2,59.6,38,27.08,Evolution Gaming,0.9113
447,12,3.73,100.9,38,27.08,Evolution Gaming,0.9113
455,12,2.79,46.7,24,16.76,Evolution Gaming,0.9113
455,12,1.98,33.15,24,16.76,Evolution Gaming,0.9113
458,12,0.63,43.67,54,69.83,Evolution Gaming,0.9113
459,12,3.83,197.05,62,51.46,Evolution Gaming,0.9113
463,12,1.83,98.11,69,53.7,Evolution Gaming,0.9113
463,12,1.04,56.11,69,53.7,Evolution Gaming,0.9113
463,12,4.24,227.64,69,53.7,Evolution Gaming,0.9113
463,12,1.87,100.42,69,53.7,Evolution Gaming,0.9113
464,12,3.85,57.24,23,14.88,Evolution Gaming,0.9113
464,12,4.31,64.16,23,14.88,Evolution Gaming,0.9113
464,12,4.85,72.14,23,14.88,Evolution Gaming,0.9113
466,12,2.19,14.87,28,6.78,Evolution Gaming,0.9113
466,12,1.36,9.19,28,6.78,Evolution Gaming,0.9113
468,12,3.2,82.14,46,25.68,Evolution Gaming,0.9113
468,12,3.41,87.61,46,25.68,Evolution Gaming,0.9113
471,12,4.55,103.77,23,22.81,Evolution Gaming,0.9113
471,12,2.72,61.94,23,22.81,Evolution Gaming,0.9113
471,12,2.27,51.89,23,22.81,Evolution Gaming,0.9113
471,12,5.03,114.69,23,22.81,Evolution Gaming,0.9113
472,12,1.49,20.61,26,13.84,Evolution Gaming,0.9113
472,12,3.44,47.59,26,13.84,Evolution Gaming,0.9113
475,12,4.77,214.94,47,45.1,Evolution Gaming,0.9113
475,12,5.07,228.72,47,45.1,Evolution Gaming,0.9113
475,12,0.77,34.92,47,45.1,Evolution Gaming,0.9113
475,12,2.96,133.57,47,45.1,Evolution Gaming,0.9113
476,12,2.84,75.73,26,26.69,Evolution Gaming,0.9113
476,12,1.01,26.84,26,26.69,Evolution Gaming,0.9113
476,12,3.64,97.27,26,26.69,Evolution Gaming,0.9113
477,12,0.59,30.04,59,50.85,Evolution Gaming,0.9113
477,12,3.21,163.05,59,50.85,Evolution Gaming,0.9113
481,12,5.23,497.23,66,95.06,Evolution Gaming,0.9113
483,12,4.28,382.02,70,89.27,Evolution Gaming,0.9113
483,12,1.47,131.3,70,89.27,Evolution Gaming,0.9113
483,12,4.62,412.66,70,89.27,Evolution Gaming,0.9113
490,12,1.15,86.02,50,74.68,Evolution Gaming,0.9113
490,12,4.44,331.59,50,74.68,Evolution Gaming,0.9113
490,12,5.11,381.56,50,74.68,Evolution Gaming,0.9113
490,12,4.13,308.21,50,74.68,Evolution Gaming,0.9113
492,12,0.89,23.09,28,26.06,Evolution Gaming,0.9113
493,12,4.92,112.8,35,22.94,Evolution Gaming,0.9113
494,12,0.7,13.23,26,19.0,Evolution Gaming,0.9113
497,12,2.97,223.56,59,75.31,Evolution Gaming,0.9113
497,12,4.69,352.88,59,75.31,Evolution Gaming,0.9113
0,28,3.79,170.7,37,45.01,IGT,0.9115
1,28,0.84,10.72,20,12.84,IGT,0.9115
1,28,1.29,16.62,20,12.84,IGT,0.9115
1,28,4.74,60.9,20,12.84,IGT,0.9115
1,28,5.25,67.44,20,12.84,IGT,0.9115
5,28,5.27,143.88,47,27.32,IGT,0.9115
11,28,3.62,131.05,68,36.21,IGT,0.9115
21,28,1.95,61.66,36,31.66,IGT,0.9115
21,28,1.86,58.88,36,31.66,IGT,0.9115
23,28,0.53,16.36,61,30.65,IGT,0.9115
24,28,3.63,171.18,49,47.18,IGT,0.9115
24,28,2.28,107.74,49,47.18,IGT,0.9115
36,28,3.9,297.4,59,76.16,IGT,0.9115
39,28,3.59,174.22,52,48.5,IGT,0.9115
42,28,2.24,136.03,65,60.65,IGT,0.9115
42,28,1.01,61.43,65,60.65,IGT,0.9115
42,28,4.3,260.55,65,60.65,IGT,0.9115
44,28,1.58,129.36,54,82.12,IGT,0.9115
44,28,1.47,120.68,54,82.12,IGT,0.9115
44,28,2.31,189.91,54,82.12,IGT,0.9115
44,28,0.61,49.76,54,82.12,IGT,0.9115
44,28,3.28,268.97,54,82.12,IGT,0.9115
47,28,1.73,33.84,28,19.55,IGT,0.9115
47,28,3.39,66.19,28,19.55,IGT,0.9115
49,28,4.41,393.14,60,89.13,IGT,0.9115
51,28,0.87,21.87,31,25.14,IGT,0.9115
51,28,5.08,127.77,31,25.14,IGT,0.9115
54,28,1.07,53.26,55,49.68,IGT,0.9115
54,28,0.95,47.01,55,49.68,IGT,0.9115
54,28,4.68,232.67,55,49.68,IGT,0.9115
57,28,2.94,26.61,28,9.05,IGT,0.9115
57,28,2.37,21.42,28,9.05,IGT,0.9115
57,28,1.83,16.56,28,9.05,IGT,0.9115
57,28,1.82,16.44,28,9.05,IGT,0.9115
57,28,2.52,22.76,28,9.05,IGT,0.9115
61,28,2.76,240.25,70,87.09,IGT,0.9115
61,28,1.88,163.59,70,87.09,IGT,0.9115
65,28,5.28,376.73,58,71.4,IGT,0.9115
65,28,1.28,91.19,58,71.4,IGT,0.9115
65,28,4.14,295.45,58,71.4,IGT,0.9115
65,28,0.6,43.04,58,71.4,IGT,0.9115
65,28,5.14,367.33,58,71.4,IGT,0.9115
67,28,1.62,125.57,62,77.31,IGT,0.9115
68,28,4.06,18.04,28,4.45,IGT,0.9115
69,28,4.15,77.88,32,18.77,IGT,0.9115
70,28,0.86,52.05,61,60.19,IGT,0.9115
72,28,2.81,89.98,38,32.03,IGT,0.9115
72,28,3.8,121.74,38,32.03,IGT,0.9115
75,28,3.68,346.85,59,94.2,IGT,0.9115
80,28,0.63,54.27,69,86.73,IGT,0.9115
80,28,3.56,309.13,69,86.73,IGT,0.9115
82,28,2.1,14.02,22,6.69,IGT,0.9115
85,28,4.68,230.5,36,49.23,IGT,0.9115
85,28,2.63,129.55,36,49.23,IGT,0.9115
85,28,1.42,69.77,36,49.23,IGT,0.9115
85,28,3.23,159.18,36,49.23,IGT,0.9115
85,28,3.53,173.69,36,49.23,IGT,0.9115
85,28,2.72,134.11,36,49.23,IGT,0.9115
89,28,5.3,122.73,19,23.17,IGT,0.9115
89,28,1.42,32.88,19,23.17,IGT,0.9115
96,28,0.79,14.25,34,18.12,IGT,0.9115
99,28,2.63,88.67,62,33.73,IGT,0.9115
102,28,3.33,72.7,21,21.86,IGT,0.9115
102,28,4.99,108.99,21,21.86,IGT,0.9115
103,28,4.75,74.93,20,15.76,IGT,0.9115
103,28,3.5,55.14,20,15.76,IGT,0.9115
103,28,1.39,21.98,20,15.76,IGT,0.9115
103,28,3.97,62.62,20,15.76,IGT,0.9115
107,28,3.68,366.25,61,99.55,IGT,0.9115
107,28,1.97,195.9,61,99.55,IGT,0.9115
107,28,5.06,504.17,61,99.55,IGT,0.9115
108,28,2.54,111.73,31,44.0,IGT,0.9115
110,28,2.03,7.89,21,3.88,IGT,0.9115
113,28,3.81,109.63,31,28.74,IGT,0.9115
113,28,4.08,117.21,31,28.74,IGT,0.9115
113,28,1.01,29.12,31,28.74,IGT,0.9115
116,28,1.24,49.23,45,39.69,IGT,0.9115
116,28,3.7,147.01,45,39.69,IGT,0.9115
118,28,1.25,96.27,64,76.73,IGT,0.9115
118,28,0.62,47.23,64,76.73,IGT,0.9115
118,28,2.75,211.04,64,76.73,IGT,0.9115
126,28,3.05,138.09,39,45.24,IGT,0.9115
129,28,0.55,1.91,25,3.45,IGT,0.9115
129,28,4.55,15.71,25,3.45,IGT,0.9115
140,28,3.42,84.41,19,24.71,IGT,0.9115
143,28,4.58,364.79,50,79.65,IGT,0.9115
143,28,0.59,47.03,50,79.65,IGT,0.9115
143,28,5.23,416.43,50,79.65,IGT,0.9115
143,28,3.09,245.89,50,79.65,IGT,0.9115
144,28,0.9,32.49,39,36.16,IGT,0.9115
144,28,4.01,144.93,39,36.16,IGT,0.9115
148,28,3.83,128.47,49,33.52,IGT,0.9115
149,28,3.51,334.82,57,95.35,IGT,0.9115
149,28,2.83,269.39,57,95.35,IGT,0.9115
149,28,3.89,371.02,57,95.35,IGT,0.9115
149,28,3.7,353.24,57,95.35,IGT,0.9115
154,28,3.41,173.75,55,51.02,IGT,0.9115
155,28,4.03,60.98,39,15.13,IGT,0.9115
156,28,2.65,164.29,60,62.09,IGT,0.9115
160,28,1.82,61.46,45,33.84,IGT,0.9115
160,28,5.23,176.92,45,33.84,IGT,0.9115
160,28,3.11,105.3,45,33.84,IGT,0.9115
161,28,1.24,51.33,31,41.42,IGT,0.9115
161,28,1.6,66.25,31,41.42,IGT,0.9115
162,28,1.45,105.13,66,72.47,IGT,0.9115
162,28,2.87,207.79,66,72.47,IGT,0.9115
162,28,3.91,283.15,66,72.47,IGT,0.9115
164,28,4.44,129.6,29,29.21,IGT,0.9115
167,28,4.47,376.04,55,84.05,IGT,0.9115
169,28,3.5,340.0,65,97.14,IGT,0.9115
170,28,4.89,90.31,23,18.46,IGT,0.9115
176,28,0.87,52.72,69,60.78,IGT,0.9115
180,28,3.14,279.16,58,88.83,IGT,0.9115
180,28,4.02,356.97,58,88.83,IGT,0.9115
180,28,4.41,392.04,58,88.83,IGT,0.9115
180,28,0.79,70.59,58,88.83,IGT,0.9115
180,28,5.01,444.64,58,88.83,IGT,0.9115
180,28,0.82,73.27,58,88.83,IGT,0.9115
188,28,3.92,38.69,28,9.87,IGT,0.9115
191,28,3.47,126.64,43,36.54,IGT,0.9115
192,28,1.78,151.72,50,85.06,IGT,0.9115
194,28,1.41,81.42,53,57.59,IGT,0.9115
196,28,1.63,34.56,28,21.17,IGT,0.9115
196,28,1.45,30.75,28,21.17,IGT,0.9115
196,28,4.93,104.43,28,21.17,IGT,0.9115
205,28,4.08,263.83,64,64.64,IGT,0.9115
207,28,4.81,236.34,66,49.1,IGT,0.9115
209,28,4.79,270.35,63,56.39,IGT,0.9115
209,28,5.11,288.17,63,56.39,IGT,0.9115
209,28,1.97,111.37,63,56.39,IGT,0.9115
209,28,2.33,131.21,63,56.39,IGT,0.9115
209,28,0.64,35.81,63,56.39,IGT,0.9115
209,28,4.61,260.23,63,56.39,IGT,0.9115
209,28,3.49,197.01,63,56.39,IGT,0.9115
209,28,5.15,290.23,63,56.39,IGT,0.9115
209,28,0.91,51.15,63,56.39,IGT,0.9115
210,28,2.46,64.55,22,26.26,IGT,0.9115
210,28,1.93,50.8,22,26.26,IGT,0.9115
210,28,4.81,126.41,22,26.26,IGT,0.9115
210,28,4.7,123.42,22,26.26,IGT,0.9115
213,28,3.51,111.28,65,31.68,IGT,0.9115
213,28,3.79,119.94,65,31.68,IGT,0.9115
216,28,2.3,200.32,62,87.2,IGT,0.9115
216,28,0.95,82.73,62,87.2,IGT,0.9115
216,28,5.12,446.82,62,87.2,IGT,0.9115
216,28,4.86,423.77,62,87.2,IGT,0.9115
